Facility Type,license,legalName,brand,location,streetAddress,addressLocality,postalCode,telephone,Number of Spaces,loc,longitude,latitude,entityTitle,@context,@type,@id
Parking Garage,1184264,ICE HOUSE PARKING CORP,,"27 MOORE STREET
NEW YORK, NY 10013
",27 MOORE STREET,NEW YORK,10013,2129299404,76,"[-74.00750117813497,40.71988025417212]",-74.00750117813497,40.71988025417212,ice_house_parking_corp_1184264,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/ice_house_parking_corp_1184264
Parking Garage,1186692,79TH STREET CORP,,"450 79TH STREET
NEW YORK, NY 10021
",450 79TH STREET,NEW YORK,10021,2128661000,25,"[-74.02502935518814,40.62720438801409]",-74.02502935518814,40.62720438801409,79th_street_corp_1186692,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/79th_street_corp_1186692
Parking Garage,1192245,231 EAST 94 STREET PARKING LLC,,"231 94TH STREET
NEW YORK, NY 10128
",231 94TH STREET,NEW YORK,10128,2128887400,390,"[-73.94894567390457,40.78332126488391]",-73.94894567390457,40.78332126488391,231_east_94_street_parking_llc_1192245,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/231_east_94_street_parking_llc_1192245
Parking Garage,1192275,80 EAST END GARAGE LLC.,,"80 END AVENUE
NEW YORK, NY 10028
",80 END AVENUE,NEW YORK,10028,2125175709,35,"[-74.17877050647162,40.563492728910624]",-74.17877050647162,40.563492728910624,80_east_end_garage_llc_1192275,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/80_east_end_garage_llc_1192275
Parking Garage,1192939,QUIK PARK REAL LLC,,"35 PARK AVENUE
NEW YORK, NY 10016
",35 PARK AVENUE,NEW YORK,10016,2128322066,47,"[-73.98047590425188,40.74806784133534]",-73.98047590425188,40.74806784133534,quik_park_real_llc_1192939,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/quik_park_real_llc_1192939
Parking Garage,1193002,CROWNE GARAGE LLC,,"1601 BROADWAY
NEW YORK, NY 10036
",1601 BROADWAY,NEW YORK,10036,2128322066,159,"[-73.98486230863858,40.760096273839764]",-73.98486230863858,40.760096273839764,crowne_garage_llc_1193002,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/crowne_garage_llc_1193002
Parking Garage,1195420,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"77 10 41 AVENUE
QUEENS, NY 11373
",77 10 41 AVENUE,QUEENS,11373,7185025490,576,"[-73.87835115518163,40.73871040256307]",-73.87835115518163,40.73871040256307,central_parking_system_of_new_york_inc_1195420,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1195420
Parking Garage,1199924,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,"23 55 STREET
NEW YORK, NY 10019
",23 55 STREET,NEW YORK,10019,2125025490,150,"[-73.9761501652909,40.76218719719532]",-73.9761501652909,40.76218719719532,kinney_parking_system_inc_1199924,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/kinney_parking_system_inc_1199924
Parking Garage,1202769,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"200 RECTOR PLACE
NEW YORK, NY 10280
",200 RECTOR PLACE,NEW YORK,10280,2125025490,134,"[-74.01619697525564,40.70884840763756]",-74.01619697525564,40.70884840763756,central_parking_system_of_new_york_inc_1202769,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1202769
Parking Garage,1205557,DEB PARKING LLC,,"300 135 STREET
NEW YORK, NY 10030
",300 135 STREET,NEW YORK,10030,2127143571,140,"[-73.94657684024526,40.81648846079041]",-73.94657684024526,40.81648846079041,deb_parking_llc_1205557,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/deb_parking_llc_1205557
Parking Garage,1206084,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,"515 7TH AVENUE
NEW YORK, NY 10018
",515 7TH AVENUE,NEW YORK,10018,2125025490,450,"[-73.98895651098815,40.753265922664696]",-73.98895651098815,40.753265922664696,kinney_parking_system_inc_1206084,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/kinney_parking_system_inc_1206084
Parking Garage,1210861,"L&R AUTO PARKS, INC & ENTERPRISE PARKING COMPANY LLC",FIVE STAR PARKING,"2500 FDR DRIVE
NEW YORK, NY 10010
",2500 FDR DRIVE,NEW YORK,10010,2125329682,735,"[-73.97257275219056,40.740487995543575]",-73.97257275219056,40.740487995543575,l_r_auto_parks_inc_enterprise_parking_company_llc_1210861,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/l_r_auto_parks_inc_enterprise_parking_company_llc_1210861
Parking Garage,1212000,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"39112 HOYT STREET
BROOKLYN, NY 11201
",39112 HOYT STREET,BROOKLYN,11201,7188555544,1480,"[-73.98660142433374,40.68842036262879]",-73.98660142433374,40.68842036262879,central_parking_system_of_new_york_inc_1212000,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1212000
Parking Garage,1218108,240 RIVERSIDE PARKING LLC,,"240 RIVERSIDE BOULEVARD
NEW YORK, NY 10069
",240 RIVERSIDE BOULEVARD,NEW YORK,10069,2126869800,162,"[-73.98752485735741,40.780213104624764]",-73.98752485735741,40.780213104624764,240_riverside_parking_llc_1218108,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/240_riverside_parking_llc_1218108
Parking Garage,1222741,DL GARAGE HOLDINGS LLC,,"200 61 STREET
NEW YORK, NY 10021
",200 61 STREET,NEW YORK,10021,2124903460,70,"[-74.02198907394956,40.64200817375251]",-74.02198907394956,40.64200817375251,dl_garage_holdings_llc_1222741,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/dl_garage_holdings_llc_1222741
Parking Garage,1230569,"LAURENCE TOWERS GARAGE CO., LLC",,"200 33 STREET
NEW YORK, NY 10016
",200 33 STREET,NEW YORK,10016,7188969600,157,"[-73.97855606570374,40.74500270235854]",-73.97855606570374,40.74500270235854,laurence_towers_garage_co_llc_1230569,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/laurence_towers_garage_co_llc_1230569
Parking Garage,1234291,304060 PARKING LLC,,"30 9 STREET
NEW YORK, NY 10003
",30 9 STREET,NEW YORK,10003,2126869800,94,"[-73.99402975242808,40.7320261851826]",-73.99402975242808,40.7320261851826,304060_parking_llc_1234291,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/304060_parking_llc_1234291
Parking Garage,1234691,"QUIK PARK WEST 56 ST, LLC",,"328 340 WEST 56 STREET
NEW YORK, NY 10019
",328 340 WEST 56 STREET,NEW YORK,10019,2128322066,115,"[-73.99180550022362,40.76761164715987]",-73.99180550022362,40.76761164715987,quik_park_west_56_st_llc_1234691,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/quik_park_west_56_st_llc_1234691
Parking Garage,1234692,"PRECISE PARK ASSOCIATES, LLC",,"702 GRAND
BRONX, NY 10451
",702 GRAND,BRONX,10451,2124903460,150,"[-73.926258362403,40.820358710462536]",-73.926258362403,40.820358710462536,precise_park_associates_llc_1234692,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/precise_park_associates_llc_1234692
Parking Garage,1237770,CAPABLE CAR PARK LLC,,"210 CENTRAL PARK
NEW YORK, NY 10019
",210 CENTRAL PARK,NEW YORK,10019,2122216111,25,"[-73.97995429747488,40.767259373440595]",-73.97995429747488,40.767259373440595,capable_car_park_llc_1237770,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/capable_car_park_llc_1237770
Parking Garage,1244225,PARK KWIK LLC,,"110 LIVINGSTON STREET
BROOKLYN, NY 11201
",110 LIVINGSTON STREET,BROOKLYN,11201,7182221926,225,"[-73.98985672886563,40.69112361204514]",-73.98985672886563,40.69112361204514,park_kwik_llc_1244225,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/park_kwik_llc_1244225
Parking Garage,1245679,525-535 GARAGE CORP,,"525 86 STREET
NEW YORK, NY 10028
",525 86 STREET,NEW YORK,10028,2127367171,40,"[-73.9460138840891,40.77546119034781]",-73.9460138840891,40.77546119034781,525_535_garage_corp_1245679,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/525_535_garage_corp_1245679
Parking Garage,1246949,PLAZA 48 PARKING LLC,,"329 341 EAST 48 STREET
NEW YORK, NY 10017
",329 341 EAST 48 STREET,NEW YORK,10017,2126869800,121,"[-73.97297648087982,40.75245652744684]",-73.97297648087982,40.75245652744684,plaza_48_parking_llc_1246949,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/plaza_48_parking_llc_1246949
Parking Garage,1246955,UNIVERSITY 10 PARKING LLC,,"63 9 STREET
NEW YORK, NY 10003
",63 9 STREET,NEW YORK,10003,2126869800,112,"[-73.99222104995454,40.731304478709205]",-73.99222104995454,40.731304478709205,university_10_parking_llc_1246955,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/university_10_parking_llc_1246955
Parking Garage,1247355,"CLARITY 47 PARKING, LLC",,"145 47 STREET
NEW YORK, NY 10036
",145 47 STREET,NEW YORK,10036,2126869800,261,"[-73.98356057881233,40.758769773484005]",-73.98356057881233,40.758769773484005,clarity_47_parking_llc_1247355,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/clarity_47_parking_llc_1247355
Parking Garage,1247739,LONG ISLAND JEWISH MEDICAL CENTER,,"271 17 76 AVENUE
NEW HYDE PARK, NY 11040
",271 17 76 AVENUE,NEW HYDE PARK,11040,7184707764,921,"[-73.6796319322678,40.74529996182383]",-73.6796319322678,40.74529996182383,long_island_jewish_medical_center_1247739,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/long_island_jewish_medical_center_1247739
Parking Garage,1247801,"WESTMINSTER CAR PARK, LLC",,"165 66 STREET
NEW YORK, NY 10021
",165 66 STREET,NEW YORK,10021,2129966363,120,"[-73.9833447024074,40.774405145518394]",-73.9833447024074,40.774405145518394,westminster_car_park_llc_1247801,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/westminster_car_park_llc_1247801
Parking Garage,1250226,HEIGHTS 183 PARKING LLC,,"2479 AMSTERDAM AVENUE
NEW YORK, NY 10033
",2479 AMSTERDAM AVENUE,NEW YORK,10033,2126869800,140,"[-73.92976313501964,40.84971821030712]",-73.92976313501964,40.84971821030712,heights_183_parking_llc_1250226,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/heights_183_parking_llc_1250226
Parking Garage,1250358,"EDISON NY PARKING, LLC",,"1120 AVENUE
NEW YORK, NY 10036
",1120 AVENUE,NEW YORK,10036,2129979096,648,"[-73.989860554421,40.75934682719435]",-73.989860554421,40.75934682719435,edison_ny_parking_llc_1250358,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/edison_ny_parking_llc_1250358
Parking Garage,1250448,"KC THIRD AVENUE PARKING, LLC",,"330 3 AVENUE
NEW YORK, NY 10010
",330 3 AVENUE,NEW YORK,10010,7187880066,42,"[-73.98248139237722,40.73974911256431]",-73.98248139237722,40.73974911256431,kc_third_avenue_parking_llc_1250448,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/kc_third_avenue_parking_llc_1250448
Parking Garage,1253687,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"200 CHAMBERS STREET
NEW YORK, NY 10007
",200 CHAMBERS STREET,NEW YORK,10007,2125025490,60,"[-74.01188585886325,40.71669379435301]",-74.01188585886325,40.71669379435301,central_parking_system_of_new_york_inc_1253687,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1253687
Parking Garage,1257232,"QUALITY CAR PARK, LLC",,"85 ADAMS STREET
BROOKLYN, NY 11201
",85 ADAMS STREET,BROOKLYN,11201,2122216111,79,"[-73.98858760435594,40.70173816176802]",-73.98858760435594,40.70173816176802,quality_car_park_llc_1257232,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/quality_car_park_llc_1257232
Parking Garage,1257424,IMPERIAL PARKING (US) INC,,"279 AVENUE
NEW YORK, NY 10009
",279 AVENUE,NEW YORK,10009,2129378660,320,"[-73.97911148500697,40.72664935898081]",-73.97911148500697,40.72664935898081,imperial_parking_us_inc_1257424,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/imperial_parking_us_inc_1257424
Parking Garage,1257428,IMPERIAL PARKING (U.S.) INC,,"527 14 STREET
NEW YORK, NY 10009
",527 14 STREET,NEW YORK,10009,2129378660,320,"[-73.97951495173768,40.730234641833135]",-73.97951495173768,40.730234641833135,imperial_parking_u_s_inc_1257428,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/imperial_parking_u_s_inc_1257428
Parking Garage,1257429,IMPERIAL PARKING (U.S.) INC,,"325 AVENUE
NEW YORK, NY 10009
",325 AVENUE,NEW YORK,10009,2129378660,210,"[-73.97911148500697,40.72664935898081]",-73.97911148500697,40.72664935898081,imperial_parking_u_s_inc_1257429,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/imperial_parking_u_s_inc_1257429
Parking Garage,1257433,IMPERIAL PARKING (U.S.) INC,,"251 AVENUE
NEW YORK, NY 10009
",251 AVENUE,NEW YORK,10009,2129378660,580,"[-73.97911148500697,40.72664935898081]",-73.97911148500697,40.72664935898081,imperial_parking_u_s_inc_1257433,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/imperial_parking_u_s_inc_1257433
Parking Garage,1261263,DIAMOND GARAGE INC,,"284 DYCKMAN STREET
NEW YORK, NY 10034
",284 DYCKMAN STREET,NEW YORK,10034,2123041568,100,"[-73.92926058073903,40.867103629991924]",-73.92926058073903,40.867103629991924,diamond_garage_inc_1261263,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/diamond_garage_inc_1261263
Parking Garage,1262707,QUIK PARK BLOOM LLC,,"169 175 EAST 60 STREET
NEW YORK, NY 10022
",169 175 EAST 60 STREET,NEW YORK,10022,2128322066,34,"[-73.96809182217982,40.758630224005685]",-73.96809182217982,40.758630224005685,quik_park_bloom_llc_1262707,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/quik_park_bloom_llc_1262707
Parking Garage,1266504,315 E 70 GARAGE CORP.,,"315 70 STREET
NEW YORK, NY 10021
",315 70 STREET,NEW YORK,10021,2127367171,49,"[-73.95841553487315,40.76711548191588]",-73.95841553487315,40.76711548191588,315_e_70_garage_corp_1266504,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/315_e_70_garage_corp_1266504
Parking Garage,1268010,WESTBURY REALTY LLC,,"2020 2030 BOSTON ROAD
BRONX, NY 10460
",2020 2030 BOSTON ROAD,BRONX,10460,7185373101,375,"[-73.87860282506028,40.84309034804119]",-73.87860282506028,40.84309034804119,westbury_realty_llc_1268010,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/westbury_realty_llc_1268010
Parking Garage,1273564,MERCURY PARKING LLC,,"350 50 STREET
NEW YORK, NY 10019
",350 50 STREET,NEW YORK,10019,2126869800,473,"[-73.98825503980532,40.76320343108847]",-73.98825503980532,40.76320343108847,mercury_parking_llc_1273564,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mercury_parking_llc_1273564
Parking Garage,1280337,STANDARD PARKING CORPORATION,,"71 153 STREET
BRONX, NY 10451
",71 153 STREET,BRONX,10451,7182926515,3000,"[-73.92884529468333,40.82520300243259]",-73.92884529468333,40.82520300243259,standard_parking_corporation_1280337,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corporation_1280337
Parking Garage,1280455,SYLVAN ELM GARAGE LLC,,"94 31 59 AVENUE
ELMHURST, NY 11373
",94 31 59 AVENUE,ELMHURST,11373,7185759440,40,"[-73.87835115518163,40.73871040256307]",-73.87835115518163,40.73871040256307,sylvan_elm_garage_llc_1280455,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/sylvan_elm_garage_llc_1280455
Parking Garage,1257136,"SYD PARKING, LLC.",,"405 56 STREET
NEW YORK, NY 10022
",405 56 STREET,NEW YORK,10022,2127504274,56,"[-73.96266033485142,40.75731287179656]",-73.96266033485142,40.75731287179656,syd_parking_llc_1257136,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/syd_parking_llc_1257136
Parking Garage,1257431,IMPERIAL PARKING (U.S.) INC,,"528 20 STREET
NEW YORK, NY 10009
",528 20 STREET,NEW YORK,10009,2129378660,320,"[-73.9775790732768,40.733826848584116]",-73.9775790732768,40.733826848584116,imperial_parking_u_s_inc_1257431,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/imperial_parking_u_s_inc_1257431
Parking Garage,1257992,"KEY PARKING MGMT, LLC",,"115 9 STREET
NEW YORK, NY 10003
",115 9 STREET,NEW YORK,10003,2125810535,87,"[-73.98978272574958,40.73029758245284]",-73.98978272574958,40.73029758245284,key_parking_mgmt_llc_1257992,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/key_parking_mgmt_llc_1257992
Parking Garage,1258659,MP MANHATTAN PLAZA LLC,,"401 472 WEST 42 STREET
NEW YORK, NY 10036
",401 472 WEST 42 STREET,NEW YORK,10036,2124903460,998,"[-73.989860554421,40.75934682719435]",-73.989860554421,40.75934682719435,mp_manhattan_plaza_llc_1258659,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mp_manhattan_plaza_llc_1258659
Parking Garage,1262257,102 BRADHURST AVE. CORP,,"102 BRADHURST AVENUE
NEW YORK, NY 10039
",102 BRADHURST AVENUE,NEW YORK,10039,2127367171,41,"[-73.9418217565189,40.8246722316475]",-73.9418217565189,40.8246722316475,102_bradhurst_ave_corp_1262257,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/102_bradhurst_ave_corp_1262257
Parking Garage,1262963,LIC OPERATING LLC,,"27 28 THOMPSON AVENUE
LONG ISLND CITY, NY 11101
",27 28 THOMPSON AVENUE,LONG ISLND CITY,11101,7187296055,200,"[-73.93866902925225,40.74570244980828]",-73.93866902925225,40.74570244980828,lic_operating_llc_1262963,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/lic_operating_llc_1262963
Parking Garage,1263704,MP UPTOWN LLC,,"3333 BROADWAY
NEW YORK, NY 10031
",3333 BROADWAY,NEW YORK,10031,2124903460,360,"[-73.95535935574574,40.81993459520034]",-73.95535935574574,40.81993459520034,mp_uptown_llc_1263704,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mp_uptown_llc_1263704
Parking Garage,1266229,PRIME CAR PARK LLC,,"941 HOE AVENUE
BRONX, NY 10459
",941 HOE AVENUE,BRONX,10459,2122216111,106,"[-73.89034610101764,40.82190186809562]",-73.89034610101764,40.82190186809562,prime_car_park_llc_1266229,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/prime_car_park_llc_1266229
Parking Garage,1271791,QUIK PARK WEST 55TH ST LLC,,"73 77 WEST 55 STREET
NEW YORK, NY 10019
",73 77 WEST 55 STREET,NEW YORK,10019,2128322066,61,"[-73.99180550022362,40.76761164715987]",-73.99180550022362,40.76761164715987,quik_park_west_55th_st_llc_1271791,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/quik_park_west_55th_st_llc_1271791
