"","Facility.Type","license","legalName","brand","location","streetAddress","addressLocality","postalCode","telephone","Number.of.Spaces","loc","longitude","latitude","entityTitle","X.context","X.type","X.id"
"1114","Parking Garage",1338875,"MANHATTAN PARKING - GOLD CORP","","220 54 STREET
NEW YORK, NY 10022
","220 54 STREET","NEW YORK","10022","2124903460",30,"[-73.96807425346782,40.75795139043731]",-73.96807,40.75795,"manhattan_parking_gold_corp_1338875","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/manhattan_parking_gold_corp_1338875"
"1115","Parking Garage",1339065,"MANHATTAN PARKING E 35 ST CORP","","246 35 STREET
NEW YORK, NY 10016
","246 35 STREET","NEW YORK","10016","2124903460",25,"[-73.97603839333011,40.745680932869256]",-73.97604,40.74568,"manhattan_parking_e_35_st_corp_1339065","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/manhattan_parking_e_35_st_corp_1339065"
"1116","Parking Garage",1342832,"KIDS PARKING CORP","","105 DUANE STREET
NEW YORK, NY 10007
","105 DUANE STREET","NEW YORK","10007","2124903460",72,"[-74.00590152613283,40.71548247405623]",-74.0059,40.71548,"kids_parking_corp_1342832","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/kids_parking_corp_1342832"
"1117","Parking Garage",1346431,"PARK ON BROADWAY, INC.","","250 43 STREET
NEW YORK, NY 10036
","250 43 STREET","NEW YORK","10036","7186109192",50,"[-73.98842591099088,40.757528709083545]",-73.98843,40.75753,"park_on_broadway_inc_1346431","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/park_on_broadway_inc_1346431"
"1118","Parking Garage",1346593,"ENTERPRISE 38 LLC","","505 37 STREET
NEW YORK, NY 10018
","505 37 STREET","NEW YORK","10018","2125648123",289,"[-73.99797535824811,40.7566149091675]",-73.99798,40.75661,"enterprise_38_llc_1346593","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/enterprise_38_llc_1346593"
"1119","Parking Garage",1347585,"REX PARKING CORP","","532 53 STREET
NEW YORK, NY 10019
","532 53 STREET","NEW YORK","10019","2127571343",78,"[-73.99173320507428,40.76708745148033]",-73.99173,40.76709,"rex_parking_corp_1347585","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/rex_parking_corp_1347585"
"1120","Parking Garage",1351758,"STANDARD PARKING CORPORATION","","10460 QUEENS BLVD
FOREST HILLS, NY 11375
","10460 QUEENS BLVD","FOREST HILLS","11375","7188971220",176,"[-73.84889132457322,40.72340146614122]",-73.84889,40.7234,"standard_parking_corporation_1351758","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corporation_1351758"
"1121","Parking Garage",1356253,"EAST 124 GARAGE CORP.","","245 124 STREET
NEW YORK, NY 10035
","245 124 STREET","NEW YORK","10035","2127367171",135,"[-73.9345295417749,40.80226998004122]",-73.93453,40.80227,"east_124_garage_corp_1356253","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/east_124_garage_corp_1356253"
"1122","Parking Garage",1360070,"WELCOME PARKING LIMITED LIABILITY COMPANY","","128 42ND ST
NEW YORK, NY 10036
","128 42ND ST","NEW YORK","10036","2016807129",14,"[-73.98579313228247,40.75552423095945]",-73.98579,40.75552,"welcome_parking_limited_liability_company_1360070","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/welcome_parking_limited_liability_company_1360070"
"1123","Parking Garage",1361354,"EAST 61ST STREET PARKING GARAGE CORP","","150 61TH ST
NEW YORK, NY 10021
","150 61TH ST","NEW YORK","10021","2127367171",69,"[-73.959183941086,40.76920532766377]",-73.95918,40.76921,"east_61st_street_parking_garage_corp_1361354","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/east_61st_street_parking_garage_corp_1361354"
"1124","Parking Lot",365559,"BARDOUILLE, LILLIE","M & V PARKING","2702 2716 PITKIN AVENUE
BROOKLYN, NY 11208
","2702 2716 PITKIN AVENUE","BROOKLYN","11208","7188277662",90,"[-73.87206493005243,40.67401318266229]",-73.87206,40.67401,"bardouille_lillie_365559","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/bardouille_lillie_365559"
"1125","Parking Lot",366200,"ATTARA, PATRICIA &  ATTARA, THERESA","","165 PACIFIC STREET
BROOKLYN, NY 11201
","165 PACIFIC STREET","BROOKLYN","11201","7188753312",30,"[-73.99409468524269,40.689453592452836]",-73.99409,40.68945,"attara_patricia_attara_theresa_366200","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/attara_patricia_attara_theresa_366200"
"1126","Parking Lot",366601,"TRACHTMAN, WILLIAM","","152 INDIA STREET
BROOKLYN, NY 11222
","152 INDIA STREET","BROOKLYN","11222","7184499472",20,"[-73.95389811876164,40.73236868520694]",-73.9539,40.73237,"trachtman_william_366601","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/trachtman_william_366601"
"1127","Parking Lot",368585,"MEMORIAL SLOAN KETTERING CANCER","","430 67 STREET
NEW YORK, NY 10065
","430 67 STREET","NEW YORK","10065","2125397711",176,"[-73.95762278917427,40.764288561018304]",-73.95762,40.76429,"memorial_sloan_kettering_cancer_368585","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/memorial_sloan_kettering_cancer_368585"
"1128","Parking Lot",428456,"EDISON 9TH AVE PARKING CORP","","401 9TH AVE
NEW YORK, NY 10001
","401 9TH AVE","NEW YORK","10001","2016432088",115,"[-73.9968241803441,40.75275961213268]",-73.99682,40.75276,"edison_9th_ave_parking_corp_428456","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/edison_9th_ave_parking_corp_428456"
"1129","Parking Lot",429693,"SEVENTEEN STREET PARKING CORP","","7 17 STREET
NEW YORK, NY 10011
","7 17 STREET","NEW YORK","10011","2122493344",25,"[-73.9924848113924,40.73804889732263]",-73.99248,40.73805,"seventeen_street_parking_corp_429693","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/seventeen_street_parking_corp_429693"
"1130","Parking Lot",469518,"ATRIUM PARKING LLC","","155 167 WEST 36 STREET
NEW YORK, NY 10018
","155 167 WEST 36 STREET","NEW YORK","10018","2126869800",149,"[-73.99669149981281,40.756840774582145]",-73.99669,40.75684,"atrium_parking_llc_469518","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/atrium_parking_llc_469518"
"1131","Parking Lot",469630,"395 PARKING CORP","","395 BROOME STREET
NEW YORK, NY 10013
","395 BROOME STREET","NEW YORK","10013","2126438631",85,"[-73.99735736472348,40.720670844387]",-73.99736,40.72067,"395_parking_corp_469630","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/395_parking_corp_469630"
"1132","Parking Lot",808036,"WHITE MEMORIAL CHAPEL'S INC","","519 CLINTON AVENUE
BKLYN, NY 11238
","519 CLINTON AVENUE","BKLYN","11238","7187833737",30,"[-73.96676754331065,40.68305132983965]",-73.96677,40.68305,"white_memorial_chapel_s_inc_808036","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/white_memorial_chapel_s_inc_808036"
"1133","Parking Lot",816312,"T R PARKING STATION INC","","31 73 31 STREET
ASTORIA, NY 11106
","31 73 31 STREET","ASTORIA","11106","7187213032",175,"[-73.9316632529567,40.761699790013324]",-73.93166,40.7617,"t_r_parking_station_inc_816312","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/t_r_parking_station_inc_816312"
"1134","Parking Lot",832169,"SIRULNICK, SANFORD &SIRULNICK, JOSEPH","EMINOLE REALTY CO","69 81 108 STREET
FOREST HILLS, NY 11375
","69 81 108 STREET","FOREST HILLS","11375","5163747000",13,"[-73.84628429608335,40.720707263029794]",-73.84628,40.72071,"sirulnick_sanford_sirulnick_joseph_832169","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/sirulnick_sanford_sirulnick_joseph_832169"
"1135","Parking Lot",889631,"TRIPLE P PARKING LOT LTD","","2232 NOSTRAND AVENUE
BROOKLYN, NY 11210
","2232 NOSTRAND AVENUE","BROOKLYN","11210","7188595778",200,"[-73.94749727768667,40.63055478315673]",-73.9475,40.63055,"triple_p_parking_lot_ltd_889631","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/triple_p_parking_lot_ltd_889631"
"1136","Parking Lot",896444,"RELIABLE PARKING CORP","","585 169 STREET
BRONX, NY 10456
","585 169 STREET","BRONX","10456","2127536116",240,"[-73.90295728646174,40.832096197210184]",-73.90296,40.8321,"reliable_parking_corp_896444","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/reliable_parking_corp_896444"
"1137","Parking Lot",920084,"514 WEST CORP","","510 23 STREET
NEW YORK, NY 10011
","510 23 STREET","NEW YORK","10011","2126432062",81,"[-74.00484543713571,40.74793682164781]",-74.00485,40.74794,"514_west_corp_920084","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/514_west_corp_920084"
"1138","Parking Lot",922831,"J&D SERVICES INC","","430 WESTCHESTER AVENUE
BRONX, NY 10455
","430 WESTCHESTER AVENUE","BRONX","10455","7185478463",74,"[-73.91568306401936,40.81637582985815]",-73.91568,40.81638,"j_d_services_inc_922831","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/j_d_services_inc_922831"
"1139","Parking Lot",924211,"CHINATOWN PARKING CORP","","88 WALKER STREET
NEW YORK, NY 10013
","88 WALKER STREET","NEW YORK","10013","2122748302",35,"[-74.00131319567072,40.71808444487846]",-74.00131,40.71808,"chinatown_parking_corp_924211","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/chinatown_parking_corp_924211"
"1140","Parking Lot",924435,"ALBRO PARKING CORP","","146 148 WOOSTER STREET
NEW YORK, NY 10012
","146 148 WOOSTER STREET","NEW YORK","10012","2124732660",38,"[-73.99789641059084,40.72553802086304]",-73.9979,40.72554,"albro_parking_corp_924435","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/albro_parking_corp_924435"
"1141","Parking Lot",950394,"RM PROPERTY MANAGEMENT INC","","3120 HEATH AVENUE
BRONX, NY 10463
","3120 HEATH AVENUE","BRONX","10463","7189333149",50,"[-73.90051697772792,40.87862225170706]",-73.90052,40.87862,"rm_property_management_inc_950394","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/rm_property_management_inc_950394"
"1142","Parking Lot",955802,"VANDAM PARKING INC","","47 11 VAN DAM STREET
LONG ISLAND CTY, NY 11101
","47 11 VAN DAM STREET","LONG ISLAND CTY","11101","7184330623",47,"[-73.93866902925225,40.74570244980828]",-73.93867,40.7457,"vandam_parking_inc_955802","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/vandam_parking_inc_955802"
"1143","Parking Lot",962013,"CENTRAL PARKING SYSTEM OF NEW YORK INC","","1241 1251
NEW YORK, NY 10001
","1241 1251","NEW YORK","10001","2126296602",80,"[-73.99688630375988,40.75025902143676]",-73.99689,40.75026,"central_parking_system_of_new_york_inc_962013","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_962013"
"1144","Parking Lot",962316,"MULZAC, JOHN I","HALSEY PARKING LOT","625 HALSEY STREET
BROOKLYN, NY 11233
","625 HALSEY STREET","BROOKLYN","11233","7184434433",30,"[-73.92734229957664,40.684423140366334]",-73.92734,40.68442,"mulzac_john_i_962316","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/mulzac_john_i_962316"
"1145","Parking Lot",974657,"PYRAMID CAR PARK, INC","","2520 FLATBUSH AVENUE
BROOKLYN, NY 11234
","2520 FLATBUSH AVENUE","BROOKLYN","11234","2122246111",99,"[-73.92169196755542,40.6088507438749]",-73.92169,40.60885,"pyramid_car_park_inc_974657","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/pyramid_car_park_inc_974657"
"1146","Parking Lot",986471,"AMBER CAR PARK LLC","GGMC","63 ROCKWELL PLACE
BROOKLYN, NY 11217
","63 ROCKWELL PLACE","BROOKLYN","11217","2129966363",77,"[-73.97922882978166,40.68820257191256]",-73.97923,40.6882,"amber_car_park_llc_986471","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/amber_car_park_llc_986471"
"1147","Parking Lot",994675,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.","","250 50 STREET
NEW YORK, NY 10019
","250 50 STREET","NEW YORK","10019","2126296602",120,"[-73.98511745853158,40.761838432985854]",-73.98512,40.76184,"central_parking_system_of_new_york_inc_994675","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_994675"
"1148","Parking Lot",1006043,"MEDICI, IMMACULATE A","","382 384 HUMBOLT STREET
BROOKLYN, NY 11211
","382 384 HUMBOLT STREET","BROOKLYN","11211","2127140004",8,"[-73.95817675075642,40.711589765255496]",-73.95818,40.71159,"medici_immaculate_a_1006043","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/medici_immaculate_a_1006043"
"1149","Parking Lot",1014335,"TUNNEL PARKING CORP.","","425 31 STREET
NEW YORK, NY 10001
","425 31 STREET","NEW YORK","10001","2127367171",145,"[-73.99888074486806,40.75202222208354]",-73.99888,40.75202,"tunnel_parking_corp_1014335","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/tunnel_parking_corp_1014335"
"1150","Parking Lot",1019609,"BHC CAR PARK, LLC","GGMC","97 103 DEKALB AVENUE
BROOKLYN, NY 11201
","97 103 DEKALB AVENUE","BROOKLYN","11201","2129966363",155,"[-73.98992086835335,40.69467825879468]",-73.98992,40.69468,"bhc_car_park_llc_1019609","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/bhc_car_park_llc_1019609"
"1151","Parking Lot",1026540,"METROPOLITAN STORAGE CORP","","1918 1 AVENUE
NEW YORK, NY 10029
","1918 1 AVENUE","NEW YORK","10029","2127533100",233,"[-73.94283022674638,40.78577114143014]",-73.94283,40.78577,"metropolitan_storage_corp_1026540","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/metropolitan_storage_corp_1026540"
"1152","Parking Lot",1026759,"FULTON CAR PARK LLC","GGMC","622 FULTON STREET
BROOKLYN, NY 11217
","622 FULTON STREET","BROOKLYN","11217","2129966363",95,"[-73.97752352923483,40.68751154598512]",-73.97752,40.68751,"fulton_car_park_llc_1026759","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/fulton_car_park_llc_1026759"
"1153","Parking Lot",1230602,"ALBANY STREET PARKING LLC","","90 WEST STREET
NEW YORK, NY 10006
","90 WEST STREET","NEW YORK","10006","2126869800",65,"[-74.0146321549247,40.7100534991568]",-74.01463,40.71005,"albany_street_parking_llc_1230602","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/albany_street_parking_llc_1230602"
"1154","Parking Lot",1241978,"COLTRO PARKING LOT CORP","","1160 EVEGREEN AVENUE
BRONX, NY 10472
","1160 EVEGREEN AVENUE","BRONX","10472","9177769490",48,"[-73.87013213139272,40.829730432513486]",-73.87013,40.82973,"coltro_parking_lot_corp_1241978","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/coltro_parking_lot_corp_1241978"
"1155","Parking Lot",1244858,"WEBSTER PETROLEUM, LLC","","3059 WEBSTER AVENUE
BRONX, NY 10467
","3059 WEBSTER AVENUE","BRONX","10467","7189441590",26,"[-73.87864679821395,40.870224009087245]",-73.87865,40.87022,"webster_petroleum_llc_1244858","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/webster_petroleum_llc_1244858"
"1156","Parking Lot",1245066,"MP NORTHERN, LLC","","2916 28 NORTHERN BOULEVARD
LONG ISLND CITY, NY 11101
","2916 28 NORTHERN BOULEVARD","LONG ISLND CITY","11101","2124903490",100,"[-73.93866902925225,40.74570244980828]",-73.93867,40.7457,"mp_northern_llc_1245066","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/mp_northern_llc_1245066"
"1157","Parking Lot",1246956,"E-Z QUEENS PARKING CORP.","","88 22
HOLLIS, NY 11423
","88 22","HOLLIS","11423","7185267874",100,"[-73.7671414999802,40.71722229567246]",-73.76714,40.71722,"e_z_queens_parking_corp_1246956","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/e_z_queens_parking_corp_1246956"
"1158","Parking Lot",1262199,"21ST GARAGE LLC","","436 438 WEST 36 STREET
NEW YORK, NY 10018
","436 438 WEST 36 STREET","NEW YORK","10018","2126270012",25,"[-73.99669149981281,40.756840774582145]",-73.99669,40.75684,"21st_garage_llc_1262199","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/21st_garage_llc_1262199"
"1159","Parking Lot",1263239,"SOUTH BRONX PARKING LOT INC.","","530 BERGEN AVENUE
BRONX, NY 10455
","530 BERGEN AVENUE","BRONX","10455","6465307631",62,"[-73.91728072754296,40.81538930519098]",-73.91728,40.81539,"south_bronx_parking_lot_inc_1263239","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/south_bronx_parking_lot_inc_1263239"
"1160","Parking Lot",1270805,"PARKING COMPANY OF AMERICA AIRPORTS, LLC","","149 15 130 STREET
JAMAICA, NY 11430
","149 15 130 STREET","JAMAICA","11430","7183222221",225,"[-73.78637495254196,40.64722932617252]",-73.78637,40.64723,"parking_company_of_america_airports_llc_1270805","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/parking_company_of_america_airports_llc_1270805"
"1161","Parking Lot",1276437,"X & Y GROUP, INC.","","42 27 UNION STREET
FLUSHING, NY 11355
","42 27 UNION STREET","FLUSHING","11355","7182885797",16,"[-73.82147854789662,40.7512997969481]",-73.82148,40.7513,"x_y_group_inc_1276437","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/x_y_group_inc_1276437"
"1162","Parking Lot",1277629,"NORTH CAROLINA LEASING LIMITED PARTNERSHIP.","","70 95 STREET
NEW YORK, NY 10025
","70 95 STREET","NEW YORK","10025","9999999999",142,"[-73.96727588837864,40.79184967969348]",-73.96728,40.79185,"north_carolina_leasing_limited_partnership_1277629","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/north_carolina_leasing_limited_partnership_1277629"
